ts_code,date,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
000300.SH,20160125,2016/1/25,3128.886,3129.0279,3149.3322,3105.1004,3113.4626,15.4234,0.4954,81540061,85777891.36
000300.SH,20160122,2016/1/22,3113.4626,3114.895,3132.1708,3053.9581,3081.3454,32.1172,1.0423,89951087,96885673.84
000300.SH,20160121,2016/1/21,3081.3454,3136.3841,3202.5381,3081.3454,3174.3781,-93.0327,-2.9307,111189733,121856195.4
000300.SH,20160120,2016/1/20,3174.3781,3204.2183,3225.9496,3154.4259,3223.1251,-48.747,-1.5124,130650504,143313337.2
000300.SH,20160119,2016/1/19,3223.1251,3132.7047,3227.908,3119.2163,3130.7289,92.3962,2.9513,127653893,142907686.3
000300.SH,20160118,2016/1/18,3130.7289,3068.2348,3165.6164,3066.727,3118.7301,11.9988,0.3847,101128386,109458287.8
000300.SH,20160115,2016/1/15,3118.7301,3200.888,3216.7977,3101.0522,3221.5714,-102.8413,-3.1923,124601779,131882737.3
000300.SH,20160114,2016/1/14,3221.5714,3076.6445,3226.6576,3072.0389,3155.8787,65.6927,2.0816,134537671,144771580.6
000300.SH,20160113,2016/1/13,3155.8787,3240.4838,3257.2953,3155.8787,3215.7099,-59.8312,-1.8606,120666494,130886082.4
000300.SH,20160112,2016/1/12,3215.7099,3214.8234,3242.2532,3174.5497,3192.4499,23.26,0.7286,128225796,142048909.7
000300.SH,20160111,2016/1/11,3192.4499,3303.1246,3342.4807,3192.4499,3361.5632,-169.1133,-5.0308,174638387,184464050.2
000300.SH,20160108,2016/1/8,3361.5632,3371.871,3418.8508,3237.9307,3294.3839,67.1793,2.0392,185959451,203498868.3
000300.SH,20160107,2016/1/7,3294.3839,3481.1499,3481.1499,3284.7374,3539.8082,-245.4243,-6.9333,44102641,47130795.63
000300.SH,20160106,2016/1/6,3539.8082,3482.4064,3543.7394,3468.4666,3478.7797,61.0285,1.7543,145966144,160947198.4
000300.SH,20160105,2016/1/5,3478.7797,3382.1769,3518.217,3377.2799,3469.0662,9.7135,0.28,162116984,196017085.9
000300.SH,20160104,2016/1/4,3469.0662,3725.8561,3726.2446,3468.9485,3731.0047,-261.9385,-7.0206,115370674,145968206.1
000300.SH,20151231,2015/12/31,3731.0047,3760.9039,3772.6166,3727.3247,3765.1752,-34.1705,-0.9075,101873556,145043696.2
000300.SH,20151230,2015/12/30,3765.1752,3762.9141,3765.657,3726.278,3761.8745,3.3007,0.0877,105629955,155744099.3
000300.SH,20151229,2015/12/29,3761.8745,3723.0498,3762.0518,3710.4803,3727.6316,34.2429,0.9186,101885555,140405054.7
000300.SH,20151228,2015/12/28,3727.6316,3847.5323,3853.3891,3727.6316,3838.201,-110.5694,-2.8808,153988440,210026020.5
000300.SH,20151225,2015/12/25,3838.201,3832.0849,3848.0247,3813.204,3829.4022,8.7988,0.2298,119624013,163314511.4
000300.SH,20151224,2015/12/24,3829.4022,3858.1348,3867.6786,3787.0836,3866.3814,-36.9792,-0.9564,147181397,203683543.6
000300.SH,20151223,2015/12/23,3866.3814,3877.8722,3926.6857,3862.9646,3876.7325,-10.3511,-0.267,207017147,294710770.2
000300.SH,20151222,2015/12/22,3876.7325,3872.0975,3880.4675,3841.5929,3865.965,10.7675,0.2785,180303661,243797366.7
000300.SH,20151221,2015/12/21,3865.965,3762.097,3877.82,3759.989,3767.913,98.052,2.6023,217435275,289905289.2
000300.SH,20151218,2015/12/18,3767.9128,3754.9603,3810.218,3750.925,3755.8881,12.0247,0.3202,173465980,232281458.2
000300.SH,20151217,2015/12/17,3755.8881,3712.7833,3768.8435,3709.8511,3685.4398,70.4483,1.9115,177924075,242543823.4
000300.SH,20151216,2015/12/16,3685.4398,3703.9503,3713.0897,3677.4495,3694.3885,-8.9487,-0.2422,111342723,160118243.2
000300.SH,20151215,2015/12/15,3694.3885,3707.7304,3717.3573,3679.2297,3711.322,-16.9335,-0.4563,126481710,186795461.7
000300.SH,20151214,2015/12/14,3711.322,3573.8838,3712.5026,3570.9978,3608.0587,103.2633,2.862,151769119,203291513.3
000300.SH,20151211,2015/12/11,3608.0587,3605.3723,3630.7435,3578.1463,3623.0842,-15.0255,-0.4147,110322481,145248640.2
000300.SH,20151210,2015/12/10,3623.0842,3634.366,3678.3183,3615.9911,3635.9382,-12.854,-0.3535,120215625,168622188.3
000300.SH,20151209,2015/12/9,3635.9382,3613.4203,3655.1585,3611.4904,3623.0202,12.918,0.3566,113325422,154319992.1
000300.SH,20151208,2015/12/8,3623.0202,3668.8385,3668.8385,3619.4449,3687.6073,-64.5871,-1.7515,125781083,163317229.2
000300.SH,20151207,2015/12/7,3687.6073,3681.5817,3699.337,3658.5778,3677.5922,10.0151,0.2723,113883150,161220059.8
000300.SH,20151204,2015/12/4,3677.5922,3719.7338,3726.1236,3667.2911,3749.2985,-71.7063,-1.9125,151199522,196455597.8
000300.SH,20151203,2015/12/3,3749.2985,3709.5469,3758.4457,3693.137,3721.9545,27.344,0.7347,197762126,236698987.4
000300.SH,20151202,2015/12/2,3721.9545,3587.7576,3725.8542,3573.4025,3591.696,130.2585,3.6267,213538865,260938692.6
000300.SH,20151201,2015/12/1,3591.696,3562.3186,3617.3054,3536.1156,3566.4122,25.2838,0.7089,136536554,176598805.6
000300.SH,20151130,2015/11/30,3566.4122,3554.89,3587.9703,3455.0679,3556.9924,9.4198,0.2648,173201163,220098287.8
000300.SH,20151127,2015/11/27,3556.9924,3739.0958,3742.7417,3534.3904,3759.4286,-202.4362,-5.3848,208939358,269758168.5
000300.SH,20151126,2015/11/26,3759.4286,3795.2454,3805.8435,3756.8234,3781.6069,-22.1783,-0.5865,173525468,239797205.6
000300.SH,20151125,2015/11/25,3781.6069,3747.7594,3781.857,3735.7162,3753.8887,27.7182,0.7384,151944941,215125048
000300.SH,20151124,2015/11/24,3753.8887,3745.7607,3754.1688,3702.7369,3753.3351,0.5536,0.0147,143383283,192495095.1
000300.SH,20151123,2015/11/23,3753.3351,3774.4356,3802.8513,3743.405,3774.3833,-21.0482,-0.5577,175626812,234640979.6
000300.SH,20151120,2015/11/20,3774.3833,3778.8843,3793.5447,3757.0264,3774.969,-0.5857,-0.0155,186951689,242295089.8
000300.SH,20151119,2015/11/19,3774.969,3725.622,3775.232,3714.675,3715.58,59.389,1.5984,154631989,204557607
000300.SH,20151118,2015/11/18,3715.5796,3760.4555,3771.8467,3706.3103,3758.3869,-42.8073,-1.139,185689495,254137953.3
000300.SH,20151117,2015/11/17,3758.3869,3790.4261,3852.7743,3750.1565,3764.1262,-5.7393,-0.1525,248533071,365138598.4
000300.SH,20151116,2015/11/16,3764.1262,3682.7349,3764.4087,3680.0734,3746.2422,17.884,0.4774,161690901,227483711.6
000300.SH,20151113,2015/11/13,3746.2422,3756.2044,3793.7134,3727.5847,3795.3241,-49.0819,-1.2932,203489891,281961129.5
000300.SH,20151112,2015/11/12,3795.3241,3841.7376,3843.8997,3771.2743,3833.6457,-38.3216,-0.9996,217537647,302446791.9
000300.SH,20151111,2015/11/11,3833.6457,3828.4476,3843.1121,3781.4102,3833.2379,0.4078,0.0106,232234296,307008336.1
000300.SH,20151110,2015/11/10,3833.2379,3806.6685,3876.4901,3798.8214,3840.3547,-7.1168,-0.1853,286519603,380910629.4
000300.SH,20151109,2015/11/9,3840.3547,3796.3792,3891.773,3796.3792,3793.3739,46.9808,1.2385,356804823,463161707.6
000300.SH,20151106,2015/11/6,3793.3739,3698.342,3801.705,3694.6567,3705.9697,87.4042,2.3585,298753076,389779446.7
000300.SH,20151105,2015/11/5,3705.9697,3630.7817,3781.4085,3627.3009,3628.5377,77.432,2.134,398046568,495138171.5
000300.SH,20151104,2015/11/4,3628.5377,3477.1592,3628.5377,3477.1592,3465.4927,163.045,4.7048,205423865,266955890
000300.SH,20151103,2015/11/3,3465.4927,3484.7218,3501.704,3452.6203,3475.9623,-10.4696,-0.3012,101401876,132231502.6
000300.SH,20151102,2015/11/2,3475.9623,3489.2252,3543.4501,3474.7116,3534.0788,-58.1165,-1.6445,130002568,167455101.9
000300.SH,20151030,2015/10/30,3534.0788,3530.2233,3574.4733,3497.5677,3533.3065,0.7723,0.0219,139141914,183317149.5
000300.SH,20151029,2015/10/29,3533.3065,3539.9777,3561.814,3507.9657,3524.9199,8.3866,0.2379,127010446,161051885.8
000300.SH,20151028,2015/10/28,3524.9199,3575.8048,3598.1717,3517.2104,3592.8794,-67.9595,-1.8915,170977098,213303023.8
000300.SH,20151027,2015/10/27,3592.8794,3569.4486,3601.0529,3486.102,3589.2611,3.6183,0.1008,192056140,239042538.5
000300.SH,20151026,2015/10/26,3589.2611,3614.7023,3620.7564,3561.1922,3571.2411,18.02,0.5046,204248863,270489759.1
000300.SH,20151023,2015/10/23,3571.2411,3536.8425,3581.8362,3515.8216,3524.5339,46.7072,1.3252,198294478,247059685.2
000300.SH,20151022,2015/10/22,3524.5339,3453.2013,3530.7657,3442.3065,3473.2544,51.2795,1.4764,184305580,223583606.5
000300.SH,20151021,2015/10/21,3473.2544,3580.8378,3601.2434,3417.4123,3577.7027,-104.4483,-2.9194,282076050,326886985.8
000300.SH,20151020,2015/10/20,3577.7027,3527.875,3577.7981,3510.4368,3534.1821,43.5206,1.2314,179025108,226525577.2
000300.SH,20151019,2015/10/19,3534.1821,3548.9525,3572.9945,3502.5045,3534.0653,0.1168,0.0033,207606744,254890985.1
000300.SH,20151016,2015/10/16,3534.0653,3508.5177,3537.5387,3487.1044,3486.815,47.2503,1.3551,208964709,252211491.4
000300.SH,20151015,2015/10/15,3486.815,3403.3891,3486.815,3402.3162,3406.1116,80.7034,2.3694,171158299,201881880.4
000300.SH,20151014,2015/10/14,3406.1116,3431.1352,3458.7015,3403.2305,3445.0431,-38.9315,-1.1301,152173938,174599255.7
000300.SH,20151013,2015/10/13,3445.0431,3422.4772,3452.0453,3413.9674,3447.6934,-2.6503,-0.0769,145433786,174978938
000300.SH,20151012,2015/10/12,3447.6934,3351.1391,3486.6306,3347.2512,3340.1159,107.5775,3.2208,221400468,263706468.5
000300.SH,20151009,2015/10/9,3340.1159,3302.3596,3352.3794,3293.965,3296.482,43.6339,1.3237,124352500,144731343.2
000300.SH,20151008,2015/10/8,3296.482,3324.981,3337.3306,3294.6049,3202.9475,93.5345,2.9203,132081768,164120601.4
000300.SH,20150930,2015/9/30,3202.9475,3195.901,3223.9076,3186.767,3178.8544,24.0931,0.7579,78559349,95881598.73
000300.SH,20150929,2015/9/29,3178.8544,3197.2209,3208.4165,3159.0419,3242.7524,-63.898,-1.9705,87150633,96691510.04
000300.SH,20150928,2015/9/28,3242.7524,3226.6072,3246.5541,3186.5066,3231.9514,10.801,0.3342,74219468,88007466.97
000300.SH,20150925,2015/9/25,3231.9514,3272.665,3290.858,3201.9137,3284.9991,-53.0477,-1.6148,121419278,137602168.8
000300.SH,20150924,2015/9/24,3284.9991,3278.8962,3300.8572,3255.9021,3263.0275,21.9716,0.6734,102011238,120820642.5
000300.SH,20150923,2015/9/23,3263.0275,3290.0712,3315.9351,3253.3326,3339.03,-76.0025,-2.2762,123171439,136885975.7
000300.SH,20150922,2015/9/22,3339.03,3312.3655,3371.4139,3303.1842,3308.2467,30.7833,0.9305,146221985,172492862.6
000300.SH,20150921,2015/9/21,3308.2467,3222.6029,3312.5497,3211.9336,3251.2732,56.9735,1.7523,122788668,145323018.2
000300.SH,20150918,2015/9/18,3251.2732,3254.4432,3280.877,3227.8338,3236.9986,14.2746,0.441,106903481,121752531.7
000300.SH,20150917,2015/9/17,3236.9986,3287.6567,3354.9052,3236.9986,3309.2484,-72.2498,-2.1833,169401881,190270181.4
000300.SH,20150916,2015/9/16,3309.2484,3149.1577,3345.9177,3131.3703,3152.2319,157.0165,4.9811,159709994,168269840.3
000300.SH,20150915,2015/9/15,3152.2319,3208.744,3240.0789,3131.9795,3281.1317,-128.8998,-3.9285,143555641,145989213.8
000300.SH,20150914,2015/9/14,3281.1317,3367.642,3373.9212,3187.5659,3347.1878,-66.0561,-1.9735,205457251,226168550.1
000300.SH,20150911,2015/9/11,3347.1878,3349.8772,3383.1338,3315.4782,3357.561,-10.3732,-0.309,108547508,130262410.9
000300.SH,20150910,2015/9/10,3357.561,3349.2806,3398.3164,3337.3105,3399.3054,-41.7444,-1.228,144882971,168108269.7
000300.SH,20150909,2015/9/9,3399.3054,3344.8238,3426.6509,3330.2896,3334.0233,65.2821,1.9581,220467421,258815795
000300.SH,20150908,2015/9/8,3334.0233,3221.789,3340.2192,3170.807,3250.485,83.5383,2.57,154599631,168294750
000300.SH,20150907,2015/9/7,3250.485,3347.2934,3422.2246,3240.2427,3365.8318,-115.3468,-3.427,204224431,221756790.3
000300.SH,20150902,2015/9/2,3365.8318,3220.8505,3387.0204,3213.6371,3362.0827,3.7491,0.1115,347789412,348986389.3
000300.SH,20150901,2015/9/1,3362.0827,3296.5289,3370.5039,3190.5783,3366.5359,-4.4532,-0.1323,352458528,351387828.3
000300.SH,20150831,2015/8/31,3366.5359,3307.3962,3368.2789,3205.5365,3342.2863,24.2496,0.7255,280250403,306610891.1
000300.SH,20150828,2015/8/28,3342.2863,3246.236,3353.2435,3223.6221,3205.6375,136.6488,4.2628,299498426,318763482.7
000300.SH,20150827,2015/8/27,3205.6375,3092.8123,3206.7238,3028.3984,3025.692,179.9455,5.9473,267294930,278769983.4
000300.SH,20150826,2015/8/26,3025.692,3062.566,3192.9316,2952.0082,3042.9266,-17.2346,-0.5664,308270623,312188248.7
000300.SH,20150825,2015/8/25,3042.9266,3070.0069,3200.1081,3019.5561,3275.5342,-232.6076,-7.1014,276081306,281160333.7
000300.SH,20150824,2015/8/24,3275.5342,3454.5977,3468.1493,3266.5499,3589.5358,-314.0016,-8.7477,255436652,273124228.2
000300.SH,20150821,2015/8/21,3589.5358,3714.2891,3757.7794,3578.1749,3761.4541,-171.9183,-4.5705,217986403,267498426.4
000300.SH,20150820,2015/8/20,3761.4541,3848.4034,3880.824,3761.4541,3886.1357,-124.6816,-3.2084,212167965,270576698.8
000300.SH,20150819,2015/8/19,3886.1357,3748.2663,3898.74,3668.1924,3825.4122,60.7235,1.5874,269049839,340923470.9
000300.SH,20150818,2015/8/18,3825.4122,4084.3108,4103.0535,3816.5535,4077.8721,-252.4599,-6.191,319881070,424924184.4
000300.SH,20150817,2015/8/17,4077.8721,4058.1129,4081.7718,4009.9896,4073.54,4.3321,0.1063,256939638,336830563
000300.SH,20150814,2015/8/14,4073.54,4097.9177,4113.1585,4056.7265,4075.463,-1.923,-0.0472,253392996,340076813.3
000300.SH,20150813,2015/8/13,4075.463,4010.0129,4075.7003,3967.8205,4016.1262,59.3368,1.4775,242836979,319887603
000300.SH,20150812,2015/8/12,4016.1262,4025.6735,4078.0297,4015.3547,4066.6692,-50.543,-1.2429,255146196,339799364.9
000300.SH,20150811,2015/8/11,4066.6692,4083.5887,4110.1328,4042.0037,4084.3646,-17.6954,-0.4332,322034191,416996541.2
000300.SH,20150810,2015/8/10,4084.3646,3947.4724,4101.7313,3932.8417,3906.9448,177.4198,4.5411,306780540,401702020.6
000300.SH,20150807,2015/8/7,3906.9448,3866.4298,3926.6488,3857.9076,3831.8516,75.0932,1.9597,183349153,246546119.1
000300.SH,20150806,2015/8/6,3831.8516,3802.928,3888.6926,3793.237,3866.8998,-35.0482,-0.9064,147278694,195532363.8
000300.SH,20150805,2015/8/5,3866.8998,3937.6232,3962.2774,3858.6598,3948.1554,-81.2556,-2.0581,200484269,272693514
000300.SH,20150804,2015/8/4,3948.1554,3827.3726,3948.4489,3801.0281,3829.2354,118.92,3.1056,220236556,288756503.3
000300.SH,20150803,2015/8/3,3829.2354,3766.0719,3829.2354,3742.5781,3816.6993,12.5361,0.3285,245805030,309631297.7
000300.SH,20150731,2015/7/31,3816.6993,3777.1546,3863.6237,3757.9889,3815.4118,1.2875,0.0337,222376767,299312543.8
000300.SH,20150730,2015/7/30,3815.4118,3915.7795,3968.5338,3802.8821,3930.3791,-114.9673,-2.9251,271548665,376351170.6
000300.SH,20150729,2015/7/29,3930.3791,3839.9585,3934.0033,3769.1894,3811.0926,119.2865,3.13,276972845,372287868.1
000300.SH,20150728,2015/7/28,3811.0926,3690.9741,3883.4461,3627.4214,3818.7314,-7.6388,-0.2,383527216,482654543.3
000300.SH,20150727,2015/7/27,3818.7314,4097.7963,4156.3128,3817.1693,4176.2787,-357.5473,-8.5614,365054511,477952010.8
000300.SH,20150724,2015/7/24,4176.2787,4255.1977,4299.6497,4154.617,4250.805,-74.5263,-1.7532,392045373,535901647.2
000300.SH,20150723,2015/7/23,4250.805,4158.932,4262.0619,4148.8235,4157.1604,93.6446,2.2526,354471759,483972220
000300.SH,20150722,2015/7/22,4157.1604,4148.5601,4187.4305,4094.7116,4166.0057,-8.8453,-0.2123,318945997,441832505.2
000300.SH,20150721,2015/7/21,4166.0057,4109.7606,4201.4824,4081.7039,4160.612,5.3937,0.1296,318374945,431695843.8
000300.SH,20150720,2015/7/20,4160.612,4157.0598,4221.693,4106.389,4151.4956,9.1164,0.2196,352673472,483493894.7
000300.SH,20150717,2015/7/17,4151.4956,4023.7567,4190.1857,4000.2307,3997.3555,154.1401,3.8561,331107131,435597103.7
000300.SH,20150716,2015/7/16,3997.3555,3949.639,4067.0223,3856.3213,3966.7585,30.597,0.7713,330531345,410050894.6
000300.SH,20150715,2015/7/15,3966.7585,4068.8803,4114.2425,3899.5079,4112.1488,-145.3903,-3.5356,421956367,514064532.3
000300.SH,20150714,2015/7/14,4112.1488,4178.6295,4258.5132,4062.5004,4211.8116,-99.6628,-2.3663,454422009,597521262.5
000300.SH,20150713,2015/7/13,4211.8116,4132.2308,4278.1612,4072.4297,4106.5561,105.2555,2.5631,502092186,659251724.2
000300.SH,20150710,2015/7/10,4106.5561,3916.2717,4179.1114,3887.5509,3897.6263,208.9298,5.3604,500701802,629079513
000300.SH,20150709,2015/7/9,3897.6263,3621.6804,3930.2641,3537.826,3663.0375,234.5888,6.4042,503870610,564744043.4
000300.SH,20150708,2015/7/8,3663.0375,3651.0604,3762.6222,3612.2536,3928.0025,-264.965,-6.7455,581467097,640122398.9
000300.SH,20150707,2015/7/7,3928.0025,3877.8539,3960.6359,3743.6237,3998.537,-70.5345,-1.764,679385007,795962644.5
000300.SH,20150706,2015/7/6,3998.537,4218.266,4218.266,3832.4678,3885.9169,112.6201,2.8982,648094530,779558044.4
000300.SH,20150703,2015/7/3,3885.9169,4017.2019,4164.6289,3785.9015,4107.9961,-222.0792,-5.406,429300850,538216869.7
000300.SH,20150702,2015/7/2,4107.9961,4287.7344,4312.1904,4000.0612,4253.021,-145.0249,-3.4099,457062194,593506685.5
000300.SH,20150701,2015/7/1,4253.021,4408.9843,4526.1271,4235.6964,4472.9976,-219.9766,-4.9179,431721411,623330596.9
000300.SH,20150630,2015/6/30,4472.9976,4161.0672,4475.7674,4016.0126,4191.5486,281.449,6.7147,527045280,716045824.7
000300.SH,20150629,2015/6/29,4191.5486,4446.8419,4451.1659,4000.9261,4336.1947,-144.6461,-3.3358,525662482,704014548.8
000300.SH,20150626,2015/6/26,4336.1947,4573.8723,4650.1861,4278.6752,4706.5159,-370.3212,-7.8683,446639790,612959478.7
000300.SH,20150625,2015/6/25,4706.5159,4906.2416,4919.2631,4667.2235,4880.1261,-173.6102,-3.5575,446135982,640246401.4
000300.SH,20150624,2015/6/24,4880.1261,4811.5949,4883.7317,4744.3058,4786.0906,94.0355,1.9648,434638723,615374085.9
000300.SH,20150623,2015/6/23,4786.0906,4641.4248,4786.955,4455.3304,4637.0517,149.0389,3.2141,365087944,536984113
000300.SH,20150619,2015/6/19,4637.0517,4847.0568,4910.4499,4634.6909,4930.5491,-293.4974,-5.9526,358104744,519609575
000300.SH,20150618,2015/6/18,4930.5491,5107.6946,5121.2184,4926.4292,5138.8307,-208.2816,-4.0531,364395814,555646755.7
000300.SH,20150617,2015/6/17,5138.8307,5072.3064,5158.3671,4949.2934,5064.8212,74.0095,1.4612,397124187,589868366.4
000300.SH,20150616,2015/6/16,5064.8212,5165.0245,5204.303,5015.2646,5221.1665,-156.3453,-2.9945,411675638,651522532.2
000300.SH,20150615,2015/6/15,5221.1665,5354.0138,5362.4515,5207.3081,5335.1151,-113.9486,-2.1358,475745703,766237730.2
000300.SH,20150612,2015/6/12,5335.1151,5329.2781,5351.6481,5283.0859,5306.59,28.5251,0.5375,430131386,694213173.3
000300.SH,20150611,2015/6/11,5306.59,5305.1407,5329.2951,5248.1626,5309.112,-2.522,-0.0475,392338755,660584868
000300.SH,20150610,2015/6/10,5309.112,5254.3042,5374.8296,5209.6795,5317.461,-8.349,-0.157,442165676,711509256.8
000300.SH,20150609,2015/6/9,5317.461,5379.47,5380.426,5251.208,5353.751,-36.29,-0.6778,570427263,871431819.6
000300.SH,20150608,2015/6/8,5353.751,5259.408,5370.609,5202.595,5230.552,123.199,2.3554,637313237,949498014
000300.SH,20150605,2015/6/5,5230.552,5254.905,5288.34,5104.178,5181.416,49.136,0.9483,545961196,855224403.1
000300.SH,20150604,2015/6/4,5181.416,5156.012,5194.233,4863.465,5143.59,37.826,0.7354,482767268,735170669.4
000300.SH,20150603,2015/6/3,5143.59,5176.597,5186.967,5059.495,5161.87,-18.28,-0.3541,414258270,672056532.2
000300.SH,20150602,2015/6/2,5161.87,5091.272,5162.556,5047.081,5076.179,85.691,1.6881,412973196,658452859.7
000300.SH,20150601,2015/6/1,5076.179,4862.756,5079.319,4835.774,4840.829,235.35,4.8618,417503741,637843681.5
000300.SH,20150529,2015/5/29,4840.829,4839.53,4924.303,4665.521,4834.007,6.822,0.1411,427878859,636008152.6
000300.SH,20150528,2015/5/28,4834.007,5174.101,5213.183,4831.329,5181.434,-347.427,-6.7052,571829047,873207363.7
000300.SH,20150527,2015/5/27,5181.434,5216.17,5226.844,5126.861,5198.918,-17.484,-0.3363,470798730,777826309.1
000300.SH,20150526,2015/5/26,5198.918,5140.798,5199.295,5063.146,5099.495,99.423,1.9497,487949359,802295843.5
000300.SH,20150525,2015/5/25,5099.495,4949.11,5099.839,4949.11,4951.335,148.16,2.9923,465736590,757085825.9
000300.SH,20150522,2015/5/22,4951.335,4895.925,4951.991,4870.598,4840.976,110.359,2.2797,455846718,719129953.2
000300.SH,20150521,2015/5/21,4840.976,4768.689,4841.615,4746.029,4754.919,86.057,1.8099,305054537,505346105.5
000300.SH,20150520,2015/5/20,4754.919,4751.572,4843.1,4745.21,4731.222,23.697,0.5009,363180748,589956273
000300.SH,20150519,2015/5/19,4731.222,4577.637,4740.005,4577.637,4575.14,156.082,3.4115,314785952,524232160.1
000300.SH,20150518,2015/5/18,4575.14,4582.058,4623.383,4565.061,4617.47,-42.33,-0.9167,269180489,434083129.4
000300.SH,20150515,2015/5/15,4617.47,4690.755,4690.755,4592.05,4700.778,-83.308,-1.7722,328431166,506695010.2
000300.SH,20150514,2015/5/14,4700.778,4717.955,4735.284,4670.168,4718.436,-17.658,-0.3742,337725152,513219655.6
000300.SH,20150513,2015/5/13,4718.436,4746.713,4758.002,4678.845,4747.421,-28.985,-0.6105,370730424,590479847.8
000300.SH,20150512,2015/5/12,4747.421,4692.122,4748.004,4660.016,4690.532,56.889,1.2128,377053891,607123299.9
000300.SH,20150511,2015/5/11,4690.532,4582.091,4690.954,4535.149,4558.404,132.128,2.8986,373838420,583260408.8
000300.SH,20150508,2015/5/8,4558.404,4515.554,4559.058,4445.592,4470.089,88.315,1.9757,302407967,452090694.9
000300.SH,20150507,2015/5/7,4470.089,4520.818,4546.338,4467.459,4553.327,-83.238,-1.8281,297759203,427189953.2
000300.SH,20150506,2015/5/6,4553.327,4626.231,4700.909,4511.761,4596.837,-43.51,-0.9465,376073702,586033987.4
000300.SH,20150505,2015/5/5,4596.837,4785.192,4785.192,4572.983,4787.741,-190.904,-3.9874,460419626,660020218.5
000300.SH,20150504,2015/5/4,4787.741,4757.637,4795.915,4699.398,4749.886,37.855,0.797,377843853,565453373.6
000300.SH,20150430,2015/4/30,4749.886,4788.412,4818.725,4749.485,4774.326,-24.44,-0.5119,399727444,612511415.2
000300.SH,20150429,2015/4/29,4774.326,4722.903,4797.927,4695.793,4741.861,32.465,0.6846,395056980,601676350.6
000300.SH,20150428,2015/4/28,4741.861,4811.319,4839.078,4703.567,4807.592,-65.731,-1.3672,608638545,860349875.3
